query,function,identifier,url,score
export to excel,"@Override
    protected void doExport(final OutputStream outputStream, final Print print) throws JRException {
        JRXlsExporter exporter = new JRXlsExporter();

        exporter.setExporterInput(new SimpleExporterInput(print.print));
        exporter.setExporterOutput(new SimpleOutputStreamExporterOutput(outputStream));

        exporter.exportReport();
    }",JasperReportExcelOutputFormat.doExport,https://github.com/mapfish/mapfish-print/blob/25a452cb39f592bd8a53b20db1037703898e1e22/core/src/main/java/org/mapfish/print/output/JasperReportExcelOutputFormat.java#L26-L34,1.3152434
export to excel,"@Override
	protected void exportCell(String bandName, BandElement bandElement, Object value, int gridRow, int row, int column, int cols,
			int rowSpan, int colSpan, boolean isImage) {
		// nothing to do 
		// just need to compute template values inside base ResultExporter
	}",FirstCrossingExporter.exportCell,https://github.com/nextreports/nextreports-engine/blob/a847575a9298b5fce63b88961190c5b83ddccc44/src/ro/nextreports/engine/exporter/FirstCrossingExporter.java#L51-L56,1.3151867
export to excel,"public static void cloneStyle(Widget target, Widget source) {
		target.getElement().setClassName(source.getElement().getClassName());
	}",StyleUtils.cloneStyle,https://github.com/Putnami/putnami-web-toolkit/blob/129aa781d1bda508e579d194693ca3034b4d470b/core/src/main/java/fr/putnami/pwt/core/widget/client/util/StyleUtils.java#L119-L121,1.3138447
export to excel,"protected void exportRow(DataTable table, Object document, int rowIndex) {
        table.setRowIndex(rowIndex);
        if (!table.isRowAvailable()) {
            return;
        }

        preRowExport(table, document);
        exportCells(table, document);
        postRowExport(table, document);
    }",Exporter.exportRow,https://github.com/primefaces/primefaces/blob/b8cdd5ed395d09826e40e3302d6b14901d3ef4e7/src/main/java/org/primefaces/component/export/Exporter.java#L267-L276,1.3127047
scatter plot,"public static PlotCanvas plot(double[][] data, char legend, Color color) {
        return plot(null, data, legend, color);
    }",ScatterPlot.plot,https://github.com/haifengl/smile/blob/e27e43e90fbaacce3f99d30120cf9dd6a764c33d/plot/src/main/java/smile/plot/ScatterPlot.java#L414-L416,1.1739657
scatter plot,"public static PlotCanvas plot(double[][] data, Line.Style style, Color color) {
        return plot(null, data, style, color);
    }",LinePlot.plot,https://github.com/haifengl/smile/blob/e27e43e90fbaacce3f99d30120cf9dd6a764c33d/plot/src/main/java/smile/plot/LinePlot.java#L240-L242,1.1707425
scatter plot,"public static PlotCanvas plot(double[][] data, int xbins, int ybins) {
        return plot(data, xbins, ybins, null);
    }",Histogram3D.plot,https://github.com/haifengl/smile/blob/e27e43e90fbaacce3f99d30120cf9dd6a764c33d/plot/src/main/java/smile/plot/Histogram3D.java#L565-L567,1.1706672
scatter plot,"public static PlotCanvas plot(double[][] data, int[] y, char legend, Color[] palette) {
        return plot(null, data, y, legend, palette);
    }",ScatterPlot.plot,https://github.com/haifengl/smile/blob/e27e43e90fbaacce3f99d30120cf9dd6a764c33d/plot/src/main/java/smile/plot/ScatterPlot.java#L483-L485,1.1696769
scatter plot,"public void removeScatterPlot(String scatterID) throws ShanksException {
        Scenario3DPortrayal scenarioPortrayal = (Scenario3DPortrayal) this
                .getSimulation().getScenarioPortrayal();
        scenarioPortrayal.removeScatterPlot(scatterID);
    }",ShanksSimulation3DGUI.removeScatterPlot,https://github.com/gsi-upm/Shanks/blob/35d87a81c22731f4f83bbd0571c9c6d466bd16be/shanks-core/src/main/java/es/upm/dit/gsi/shanks/ShanksSimulation3DGUI.java#L394-L398,1.1695861
scatter plot,"public static PlotCanvas plot(double[][] data, Line.Style style) {
        return plot(null, data, style);
    }",LinePlot.plot,https://github.com/haifengl/smile/blob/e27e43e90fbaacce3f99d30120cf9dd6a764c33d/plot/src/main/java/smile/plot/LinePlot.java#L209-L211,1.1691635
scatter plot,"public static PlotCanvas plot(double[][] data, int k, Color[] palette) {
        return plot(data, k, false, palette);
    }",Histogram3D.plot,https://github.com/haifengl/smile/blob/e27e43e90fbaacce3f99d30120cf9dd6a764c33d/plot/src/main/java/smile/plot/Histogram3D.java#L516-L518,1.1683471
scatter plot,"public void removeScatterPlot(String scatterID) throws ShanksException {
        Scenario2DPortrayal scenarioPortrayal = (Scenario2DPortrayal) this
                .getSimulation().getScenarioPortrayal();
        scenarioPortrayal.removeScatterPlot(scatterID);
    }",ShanksSimulation2DGUI.removeScatterPlot,https://github.com/gsi-upm/Shanks/blob/35d87a81c22731f4f83bbd0571c9c6d466bd16be/shanks-core/src/main/java/es/upm/dit/gsi/shanks/ShanksSimulation2DGUI.java#L404-L408,1.1676462
scatter plot,"public ScatterPlot points(double[][] data, char legend, Color color) {
        return points(null, data, legend, color);
    }",PlotCanvas.points,https://github.com/haifengl/smile/blob/e27e43e90fbaacce3f99d30120cf9dd6a764c33d/plot/src/main/java/smile/plot/PlotCanvas.java#L1654-L1656,1.1675564
scatter plot,"public static PlotCanvas plot(double[][] data, int k, boolean prob, Color[] palette) {
        return plot(data, k, k, prob, palette);
    }",Histogram3D.plot,https://github.com/haifengl/smile/blob/e27e43e90fbaacce3f99d30120cf9dd6a764c33d/plot/src/main/java/smile/plot/Histogram3D.java#L527-L529,1.1674834
convert json to csv,"public static VoltTable fromJSONString(String json) throws JSONException, IOException {
        JSONObject jsonObj = new JSONObject(json);
        return fromJSONObject(jsonObj);
    }",VoltTable.fromJSONString,https://github.com/VoltDB/voltdb/blob/8afc1031e475835344b5497ea9e7203bc95475ac/src/frontend/org/voltdb/VoltTable.java#L1794-L1797,1.3360658
convert json to csv,"private RowData jsonToRowData(String json) {
    try {
      return gson.fromJson(json, RowData.class);
    }
    catch (JsonSyntaxException e) {
      throw new JsonSyntaxException(""Malformed JSON"");
    }
  }",H2OPredictor.jsonToRowData,https://github.com/h2oai/h2o-3/blob/845eb49dfeaadf638b6e2f779d82fac996391fad/h2o-genmodel/src/main/java/water/util/H2OPredictor.java#L103-L110,1.3353996
convert json to csv,"public static Json getJson(Row row, String field) {
        return row.getJson(field) == null ? JsonImpl.NULL : row.getJson(field);
    }",JsonAccessor.getJson,https://github.com/jklingsporn/vertx-jooq/blob/0db00b5e040639c309691dfbc125034fa3346d88/vertx-jooq-shared-reactive/src/main/java/io/github/jklingsporn/vertx/jooq/shared/reactive/JsonAccessor.java#L24-L26,1.3334781
convert json to csv,"public static Matrix parseJson(String string) throws IOException {
		StringReader s = new StringReader(string);
		return parseJson(s);
	}",JsonUtil.parseJson,https://github.com/ujmp/universal-java-matrix-package/blob/b7e1d293adeadaf35d208ffe8884028d6c06b63b/ujmp-core/src/main/java/org/ujmp/core/util/JsonUtil.java#L66-L69,1.3325173
convert json to csv,"public static JsonObject getJsonObject(Row row, String field){
        return (JsonObject) getJson(row,field).value();
    }",JsonAccessor.getJsonObject,https://github.com/jklingsporn/vertx-jooq/blob/0db00b5e040639c309691dfbc125034fa3346d88/vertx-jooq-shared-reactive/src/main/java/io/github/jklingsporn/vertx/jooq/shared/reactive/JsonAccessor.java#L16-L18,1.3311332
convert json to csv,"private static String toCSV(Object row) {
    if (row instanceof HasCSV) {
      return ((HasCSV) row).toCSV();
    } else {
      return row.toString();
    }
  }",CSVMessageBodyWriter.toCSV,https://github.com/OryxProject/oryx/blob/684bac0af002d2619ced652b5339e239da48df93/framework/oryx-lambda-serving/src/main/java/com/cloudera/oryx/lambda/serving/CSVMessageBodyWriter.java#L79-L85,1.3299915
convert json to csv,"private TableJson toTableJson(String tableJsonString) {
        Map<String, Object> tableJsonMap = JsonHelper.fromJson(tableJsonString, new TypeReference<Map<String, Object>>() {});
        return new TableJson(tableJsonMap);
    }",CQLStashTableDAO.toTableJson,https://github.com/bazaarvoice/emodb/blob/97ec7671bc78b47fc2a1c11298c0c872bd5ec7fb/table/src/main/java/com/bazaarvoice/emodb/table/db/astyanax/CQLStashTableDAO.java#L244-L247,1.3289776
convert json to csv,"public JSONBuilder toJSON(JSONBuilder jb) {
        return jb.append('{').serialize(""columns"", columns).append(',').serialize(""rows"", rows).append('}');
    }",CachedResultSet.toJSON,https://github.com/brianwhu/xillium/blob/e8dbf8cb6589fa1031a0bfcdcb58cb03d2ba7799/data/src/main/java/org/xillium/data/CachedResultSet.java#L246-L248,1.3258516
convert json to csv,"private RowData[] jsonToRowDataArray(String json) {
    try {
      return gson.fromJson(json, RowData[].class);
    }
    catch (JsonSyntaxException e) {
      throw new JsonSyntaxException(""Malformed JSON Array"");
    }
  }",H2OPredictor.jsonToRowDataArray,https://github.com/h2oai/h2o-3/blob/845eb49dfeaadf638b6e2f779d82fac996391fad/h2o-genmodel/src/main/java/water/util/H2OPredictor.java#L112-L119,1.3256402
convert json to csv,"private static JsonParser parseJson(final String json) {
        try {
            return JSON_FACTORY.createParser(json);
        } catch (Exception e) {
            throw new ParserException(""Parsing error"", e);
        }
    }",JsonSaxAdapter.parseJson,https://github.com/lukas-krecan/json2xml/blob/8fba4f942ebed5d6f7ad851390c634fff8559cac/src/main/java/net/javacrumbs/json2xml/JsonSaxAdapter.java#L148-L154,1.3252274
pretty print json,"protected ClinicalImpression parseClinicalImpression(JsonObject json) throws IOException, FHIRFormatError {
    ClinicalImpression res = new ClinicalImpression();
    parseClinicalImpressionProperties(json, res);
    return res;
  }",JsonParser.parseClinicalImpression,https://github.com/jamesagnew/hapi-fhir/blob/150a84d52fe691b7f48fcb28247c4bddb7aec352/hapi-fhir-structures-dstu3/src/main/java/org/hl7/fhir/dstu3/formats/JsonParser.java#L4868-L4872,1.1713474
pretty print json,"public final static OutputStream serialize(char c, OutputStream stream) throws IOException {
        ValueWriter.write(stream, c);
        return stream;
    }",HproseFormatter.serialize,https://github.com/hprose/hprose-java/blob/0f8d00f1b2ab7a843c5cca3af3099ead8f63cc76/src/main/java/hprose/io/HproseFormatter.java#L90-L93,1.1712759
pretty print json,"protected JsonObject serialize(JsonElement content) {
		JsonObject serialized = new JsonObject();
		serialized.add(KEY, content);
		return serialized;
	}",DefaultFeatureSerializer.serialize,https://github.com/qas-guru/martini-core/blob/b2eae4e6509d6087a06b942c284060c602f9577c/src/main/java/guru/qas/martini/runtime/event/json/DefaultFeatureSerializer.java#L44-L48,1.1707848
pretty print json,"Object error(String msg, Exception e)
    {
        throw new JsonIoException(getMessage(msg), e);
    }",JsonParser.error,https://github.com/jdereg/json-io/blob/763da4e6fac93367febfda4c790ab44967054ba7/src/main/java/com/cedarsoftware/util/io/JsonParser.java#L547-L550,1.170723
pretty print json,"public static void toJSON(final Writer writer, final Object obj) {
        Utils.jsonParser.serialize(writer, obj);
    }",N.toJSON,https://github.com/landawn/AbacusUtil/blob/544b7720175d15e9329f83dd22a8cc5fa4515e12/src/com/landawn/abacus/util/N.java#L27361-L27363,1.1703653
pretty print json,"public static SanitizedContent serializeObject(Gson gson, Object obj) {
    return ordainJson(gson.toJson(obj));
  }",GsonOrdainer.serializeObject,https://github.com/google/closure-templates/blob/cc61e1dff70ae97f24f417a57410081bc498bd56/java/src/com/google/template/soy/data/ordainers/GsonOrdainer.java#L58-L60,1.1695235
pretty print json,"public static Output to(OutputStream outputStream) {
        return new Output(new OutputStreamWriter(outputStream, Charset.forName(""UTF-8"")), null, false);
    }",Output.to,https://github.com/vojtechhabarta/typescript-generator/blob/23a43848f075360eefb15c5e233cfd71205b3e9f/typescript-generator-core/src/main/java/cz/habarta/typescript/generator/Output.java#L41-L43,1.1694751
pretty print json,"@Override
    public JsonElement serialize(ContextBlockElement src, Type typeOfSrc, JsonSerializationContext context) {
        return context.serialize(src);
    }",GsonContextBlockElementFactory.serialize,https://github.com/seratch/jslack/blob/4a09680f13c97b33f59bc9b8271fef488c8e1c3a/src/main/java/com/github/seratch/jslack/common/json/GsonContextBlockElementFactory.java#L30-L33,1.1692597
pretty print json,"public static void serialize(Value value, Writer writer) throws JSONException {
		Serializer.serialize(value, writer);
	}",JSON.serialize,https://github.com/remko/jsnprsr/blob/e5ef266373018637042b3f1e70e15b0aa852d266/jsnprsr/src/main/java/re/mko/jsnprsr/JSON.java#L82-L84,1.169255
pretty print json,"public static ObjectOutput toObjectOutput(OutputStream os) throws IOException {
        if (os instanceof ObjectOutput)
            return (ObjectOutput) os;
        return new ObjectOutputStream(os);
    }",JDKSerializer.toObjectOutput,https://github.com/puniverse/galaxy/blob/1d077532c4a5bcd6c52ff670770c31e98420ff63/src/main/java/co/paralleluniverse/io/serialization/JDKSerializer.java#L102-L106,1.1692387
replace in file,"public void replace(final File source) {
        try {
            FileUtils.copyFile(source, file);
        }
        catch (IOException e) {
            throw new IllegalStateException(""Error occured while replacing file "" + file, e);
        }
    }",KarafConfigurationFile.replace,https://github.com/ops4j/org.ops4j.pax.exam2/blob/7f83796cbbb857123d8fc7fe817a7637218d5d77/containers/pax-exam-container-karaf/src/main/java/org/ops4j/pax/exam/karaf/container/internal/KarafConfigurationFile.java#L42-L49,1.1913701
replace in file,"public static void updateFileFromInputStream(final InputStream input, final String destinationFilePath) throws
        UpdateException {
        update(new FileStreamUpdater(input), new File(destinationFilePath));
    }",UpdateUtils.updateFileFromInputStream,https://github.com/rundeck/rundeck/blob/8070f774f55bffaa1118ff0c03aea319d40a9668/core/src/main/java/com/dtolabs/rundeck/core/common/UpdateUtils.java#L96-L99,1.1909817
replace in file,"public void onFileChange(File file) {
        LOG.info(""File updated : {}"", file.getAbsolutePath());
        onFileDelete(file);
        onFileCreate(file);
    }",AbstractFileBasedDiscovery.onFileChange,https://github.com/ow2-chameleon/fuchsia/blob/4e9318eadbdeb945e529789f573b45386e619bed/discoveries/file-based/src/main/java/org/ow2/chameleon/fuchsia/discovery/filebased/AbstractFileBasedDiscovery.java#L136-L140,1.1904305
replace in file,"public static void replaceInFile(File file, String regex,
			String replacement)
	{
		replaceInFile(file.getAbsolutePath(), regex, replacement);
	}",GeneralCodeGenUtils.replaceInFile,https://github.com/overturetool/overture/blob/83175dc6c24fa171cde4fcf61ecb648eba3bdbc1/core/codegen/platform/src/main/java/org/overture/codegen/utils/GeneralCodeGenUtils.java#L373-L377,1.1902851
replace in file,"private void updateFiles() {
        File file = new File(path);
        files = Arrays.asList(file.listFiles());
    }",Files.updateFiles,https://github.com/willowtreeapps/Hyperion-Android/blob/1910f53869a53f1395ba90588a0b4db7afdec79c/hyperion-disk/src/main/java/com/willowtreeapps/hyperion/disk/Files.java#L63-L66,1.1895748
replace in file,"private void tryDelete(File file) {
        if (file.exists() && !file.delete()) {
            LOGGER.warn(""Could not delete target file {} after unsuccessful conversion"", file);
        }
    }",InputStreamConsumerToFileConsumer.tryDelete,https://github.com/documents4j/documents4j/blob/eebb3ede43ffeb5fbfc85b3134f67a9c379a5594/documents4j-util-conversion/src/main/java/com/documents4j/job/InputStreamConsumerToFileConsumer.java#L50-L54,1.1889359
replace in file,"public static void deleteFile(@Nullable Path path) throws IOException {
		Validate.isTrue(isFileExists(path), ""%s is not exist or not a file"", path);

		Files.delete(path);
	}",FileUtil.deleteFile,https://github.com/vipshop/vjtools/blob/60c743da35913d72f37f2d79afa90ad2bf73cb89/vjkit/src/main/java/com/vip/vjtools/vjkit/io/FileUtil.java#L362-L366,1.1879079
replace in file,"public static void replaceInFile(File file, String oldText, String newText) {
    	replaceInFile(file, oldText, newText, true);
    }",StringUtil.replaceInFile,https://github.com/nextreports/nextreports-engine/blob/a847575a9298b5fce63b88961190c5b83ddccc44/src/ro/nextreports/engine/util/StringUtil.java#L81-L83,1.1874437
replace in file,"private void changeFileA(String path, Map<String, Object> replaces) throws IOException {
        changeFile(path, replaces, 'A');
    }",SpringComponentPackaging.changeFileA,https://github.com/Kadvin/spring-component-framework/blob/07432d0aef6781d9943c80a0c15957b08433b5bd/builder/src/main/java/net/happyonroad/builder/SpringComponentPackaging.java#L600-L602,1.1869011
replace in file,"static public InputStream replace(File file, File props) throws IOException, SubstitutionException{
	return replace(file, props, null, false);
    }",PropertiesReplacementUtil.replace,https://github.com/twitter/cloudhopper-commons/blob/b5bc397dbec4537e8149e7ec0733c1d7ed477499/ch-commons-xbean/src/main/java/com/cloudhopper/commons/xbean/util/PropertiesReplacementUtil.java#L74-L76,1.1866453
k means clustering,"@Override
    public Mono<Long> clusterKeyslot(K key) {
        return createMono(() -> commandBuilder.clusterKeyslot(key));
    }",AbstractRedisReactiveCommands.clusterKeyslot,https://github.com/lettuce-io/lettuce-core/blob/b6de74e384dea112e3656684ca3f50cdfd6c8e0d/src/main/java/io/lettuce/core/AbstractRedisReactiveCommands.java#L277-L280,1.1075886
k means clustering,"public static NKey createCluster(SecureRandom random)
            throws IOException, NoSuchProviderException, NoSuchAlgorithmException {
        return createPair(Type.CLUSTER, random);
    }",NKey.createCluster,https://github.com/nats-io/java-nats/blob/5f291048fd30192ba39b3fe2925ecd60aaad6b48/src/main/java/io/nats/client/NKey.java#L497-L500,1.1074083
k means clustering,"protected boolean isClusterVersionGreaterOrEqual(Version version) {
        Version clusterVersion = getNodeEngine().getClusterService().getClusterVersion();
        return clusterVersion.isGreaterOrEqual(version);
    }",AbstractDistributedObject.isClusterVersionGreaterOrEqual,https://github.com/hazelcast/hazelcast/blob/8c4bc10515dbbfb41a33e0302c0caedf3cda1baf/hazelcast/src/main/java/com/hazelcast/spi/AbstractDistributedObject.java#L206-L209,1.1061417
k means clustering,"public Pair<ClusterInfo,Double> closestCluster(double[] vector) {
    return KMeansUtils.closestCluster(clusters, distanceFn, vector);
  }",KMeansServingModel.closestCluster,https://github.com/OryxProject/oryx/blob/684bac0af002d2619ced652b5339e239da48df93/app/oryx-app-serving/src/main/java/com/cloudera/oryx/app/serving/kmeans/model/KMeansServingModel.java#L69-L71,1.1055429
k means clustering,"@Override
    public int compareTo(Cluster<K> o)
    {
        return Double.compare(o.sectioned_gain(), sectioned_gain());
    }",Cluster.compareTo,https://github.com/hankcs/HanLP/blob/a538d0722ab2e4980a9dcd9ea40324fc3ddba7ce/src/main/java/com/hankcs/hanlp/mining/cluster/Cluster.java#L321-L325,1.1053126
k means clustering,"public static boolean isTerminating(Service.State state) {
        return state == Service.State.STOPPING
                || state == Service.State.TERMINATED
                || state == Service.State.FAILED;
    }",Services.isTerminating,https://github.com/pravega/pravega/blob/6e24df7470669b3956a07018f52b2c6b3c2a3503/common/src/main/java/io/pravega/common/concurrent/Services.java#L97-L101,1.1050085
k means clustering,"@Override
    public boolean hasState(final String key, final String value) {
        return value != null ? value.equals(state.get(key)) : state.get(key) == null;
    }",DataState.hasState,https://github.com/rundeck/rundeck/blob/8070f774f55bffaa1118ff0c03aea319d40a9668/core/src/main/java/com/dtolabs/rundeck/core/rules/DataState.java#L90-L93,1.1047182
k means clustering,"private static boolean isPrime(int n) {
		int limit = (int) Math.sqrt(n);
		for (int i = 2; i <= limit; i++) {
			if (n % i == 0)
				return false;
		}
		return true;
	}",HashJoinPlan.isPrime,https://github.com/vanilladb/vanillacore/blob/d9a34e876b1b83226036d1fa982a614bbef59bd1/src/main/java/org/vanilladb/core/query/algebra/multibuffer/HashJoinPlan.java#L203-L210,1.1043947
k means clustering,"protected boolean isClusterVersionGreaterThan(Version version) {
        Version clusterVersion = getNodeEngine().getClusterService().getClusterVersion();
        return clusterVersion.isGreaterThan(version);
    }",AbstractDistributedObject.isClusterVersionGreaterThan,https://github.com/hazelcast/hazelcast/blob/8c4bc10515dbbfb41a33e0302c0caedf3cda1baf/hazelcast/src/main/java/com/hazelcast/spi/AbstractDistributedObject.java#L196-L199,1.1041664
k means clustering,"@Override
    public int[] cluster(DataSet dataSet, int lowK, int highK, boolean parallel, int[] designations)
    {
        return cluster(dataSet, lowK, highK, designations);
    }",PriorityHAC.cluster,https://github.com/EdwardRaff/JSAT/blob/0ff53b7b39684b2379cc1da522f5b3a954b15cfb/JSAT/src/jsat/clustering/hierarchical/PriorityHAC.java#L78-L82,1.103895
connect to sql,"public Connection connect(String u, Properties p) throws SQLException {
        return _driver.connect(u, p);
    }",DriverShim.connect,https://github.com/fcrepo3/fcrepo/blob/37df51b9b857fd12c6ab8269820d406c3c4ad774/fcrepo-common/src/main/java/org/fcrepo/utilities/DriverShim.java#L80-L82,1.2775986
connect to sql,"public Connection connect(String url,
                              Properties info) throws SQLException {
        return getConnection(url, info);
    }",JDBCDriver.connect,https://github.com/VoltDB/voltdb/blob/8afc1031e475835344b5497ea9e7203bc95475ac/src/hsqldb19b3/org/hsqldb_voltpatches/jdbc/JDBCDriver.java#L243-L246,1.2767445
connect to sql,"@Override
    public Connection connect(String arg0, Properties arg1) throws SQLException {

	return super.connect(arg0, arg1);
    }",HDSQLDriver.connect,https://github.com/lucee/Lucee/blob/29b153fc4e126e5edb97da937f2ee2e231b87593/core/src/main/java/lucee/commons/sql/HDSQLDriver.java#L29-L33,1.2757078
connect to sql,"public Connection connect(final String url, final Properties info) throws SQLException {
        return _driver.connect(url, info);
    }",DriverWrapper.connect,https://github.com/datacleaner/DataCleaner/blob/9aa01fdac3560cef51c55df3cb2ac5c690b57639/engine/core/src/main/java/org/datacleaner/database/DriverWrapper.java#L49-L51,1.2756412
connect to sql,"@Override
	public Connection getConnection(String username, String password) throws SQLException {
		return ds.getConnection(username, password);
	}",DataSourceWrapper.getConnection,https://github.com/looly/hutool/blob/bbd74eda4c7e8a81fe7a991fa6c2276eec062e6a/hutool-db/src/main/java/cn/hutool/db/ds/DataSourceWrapper.java#L108-L111,1.274861
connect to sql,"@Override
    public Connection getConnection(final String dataSourceName) throws SQLException {
        return dataSourceMap.get(dataSourceName).getConnection();
    }",JDBCTableMetaDataConnectionManager.getConnection,https://github.com/apache/incubator-shardingsphere/blob/f88fd29fc345dfb31fdce12e9e96cbfa0fd2402d/sharding-jdbc/sharding-jdbc-core/src/main/java/org/apache/shardingsphere/shardingjdbc/jdbc/metadata/JDBCTableMetaDataConnectionManager.java#L38-L41,1.2746804
connect to sql,"@Override
    public Connection connect(String url, Properties info) throws SQLException {
        return new SQLDroidConnection(url, info);
    }",SQLDroidDriver.connect,https://github.com/SQLDroid/SQLDroid/blob/4fb38ee40338673cb0205044571e4379573762c4/src/main/java/org/sqldroid/SQLDroidDriver.java#L62-L65,1.2727883
connect to sql,"public Connection getConnection(String username, String password) throws SQLException {
		return dataSource.getConnection(username, password);
	}",JndiDataSource.getConnection,https://github.com/jmeetsma/Iglu-Common/blob/0fb0885775b576209ff1b5a0f67e3c25a99a6420/src/main/java/org/ijsberg/iglu/database/component/JndiDataSource.java#L70-L72,1.2722204
connect to sql,"public static ConnectionSource join(final Connection connection) {
        return new ConnectionSource() {
            @Override
            public Connection getConnection() throws SQLException {
                return new NestedConnection(connection);
            }
        };
    }",ConnectionSources.join,https://github.com/aaberg/sql2o/blob/01d3490a6d2440cf60f973d23508ac4ed57a8e20/core/src/main/java/org/sql2o/connectionsources/ConnectionSources.java#L22-L29,1.2721996
connect to sql,"public final Connection getConnection(final String dataSourceName) throws SQLException {
        return getConnections(ConnectionMode.MEMORY_STRICTLY, dataSourceName, 1).get(0);
    }",AbstractConnectionAdapter.getConnection,https://github.com/apache/incubator-shardingsphere/blob/f88fd29fc345dfb31fdce12e9e96cbfa0fd2402d/sharding-jdbc/sharding-jdbc-core/src/main/java/org/apache/shardingsphere/shardingjdbc/jdbc/adapter/AbstractConnectionAdapter.java#L95-L97,1.2720596
html encode string,"public static String htmlEncode(String str) {
		try {
			return EncodeUtils.html(str);
		} catch (Exception e) {
			return str;
		}
	}",ELFunction.htmlEncode,https://github.com/yangjm/winlet/blob/2126236f56858e283fa6ad69fe9279ee30f47b67/winlet/src/main/java/com/aggrepoint/winlet/jsp/taglib/ELFunction.java#L65-L71,1.2636513
html encode string,"@Deprecated
	public static void encodeHtml(char ch, Appendable out) throws IOException {
		encodeHtml(ch, true, true, out);
	}",EncodingUtils.encodeHtml,https://github.com/aoindustries/aocode-public/blob/c7bc1d08aee1d02dfaeeb1421fad21aca1aad4c3/src/main/java/com/aoindustries/util/EncodingUtils.java#L133-L136,1.2623645
html encode string,"@Deprecated
	public static void encodeHtml(CharSequence S, int start, int end, Appendable out) throws IOException {
		encodeHtml(S, start, end, true, true, out);
	}",EncodingUtils.encodeHtml,https://github.com/aoindustries/aocode-public/blob/c7bc1d08aee1d02dfaeeb1421fad21aca1aad4c3/src/main/java/com/aoindustries/util/EncodingUtils.java#L112-L115,1.2568648
html encode string,"public static String encode(final String input, final Charset charset) {
        return encode(parse(input), charset);
    }",FormURLEncodedParser.encode,https://github.com/smola/galimatias/blob/35b54cc8bf93e5ed986d7e567118930f710ee53d/src/main/java/io/mola/galimatias/FormURLEncodedParser.java#L207-L209,1.2563523
html encode string,"public static String encodeTagsInName(final String name, final String tags) throws IllegalArgumentException {
        return encodeTagsInName(name, parseTags(tags));
    }",OpenTsdbMetric.encodeTagsInName,https://github.com/sps/metrics-opentsdb/blob/84e0451d435b3cb18f5302287c77b986bca8102c/src/main/java/com/github/sps/metrics/opentsdb/OpenTsdbMetric.java#L103-L105,1.2538338
html encode string,"@Deprecated
	public static void encodeHtml(Object value, Appendable out) throws IOException {
		encodeHtml(value, true, true, out);
	}",EncodingUtils.encodeHtml,https://github.com/aoindustries/aocode-public/blob/c7bc1d08aee1d02dfaeeb1421fad21aca1aad4c3/src/main/java/com/aoindustries/util/EncodingUtils.java#L98-L101,1.25324
html encode string,"@SneakyThrows
    static String encode(final String s, final String charset) {
        return URLEncoder.encode(s, charset);
    }",RemoteRequest.encode,https://github.com/zalando/logbook/blob/1c2fe40a2f6a3d2f60e746ab1da173a3907a21c4/logbook-servlet/src/main/java/org/zalando/logbook/servlet/RemoteRequest.java#L153-L156,1.2526566
html encode string,"@Override
  public Encoder writeString(String s) throws IOException {
    return writeBytes(Charsets.UTF_8.encode(s));
  }",BinaryEncoder.writeString,https://github.com/cdapio/tigon/blob/5be6dffd7c79519d1211bb08f75be7dcfbbad392/tigon-common/src/main/java/co/cask/tigon/io/BinaryEncoder.java#L113-L116,1.252342
html encode string,"public static String encode(String source, String charset) {
		return encode(StrUtil.bytes(source, charset), charset);
	}",Base64Encoder.encode,https://github.com/looly/hutool/blob/bbd74eda4c7e8a81fe7a991fa6c2276eec062e6a/hutool-core/src/main/java/cn/hutool/core/codec/Base64Encoder.java#L75-L77,1.2505615
html encode string,"public static String encode(final String decoded, final String charset) 
        throws UnsupportedEncodingException {
        return s_codec.encode(decoded, charset);
    }",URLCodec.encode,https://github.com/moparisthebest/beehive/blob/4246a0cc40ce3c05f1a02c2da2653ac622703d77/beehive-netui-core/src/main/java/org/apache/beehive/netui/core/URLCodec.java#L42-L45,1.2505021
finding time elapsed using a timer,"public int elapsed()
    {
        long elapsed = watch.elapsed(TimeUnit.MICROSECONDS);
        return elapsed < Integer.MAX_VALUE ? (int) elapsed : Integer.MAX_VALUE;
    }",TraceState.elapsed,https://github.com/Stratio/stratio-cassandra/blob/f6416b43ad5309083349ad56266450fa8c6a2106/src/java/org/apache/cassandra/tracing/TraceState.java#L66-L70,1.3483717
finding time elapsed using a timer,"private long totalDuration(List<Chunk> result) {
        long duration = 0;
        for (Chunk chunk : result) {
            duration += chunk.getDuration();
        }
        return duration;
    }",Strip.totalDuration,https://github.com/jcodec/jcodec/blob/cd6efa51ef05f409a8ba8cfb7521f4b4f10ccc75/src/main/java/org/jcodec/movtool/Strip.java#L116-L122,1.3453091
finding time elapsed using a timer,"@Override
    public StringBuilder formatMeasures(
            StringBuilder appendTo, FieldPosition fieldPosition, Measure... measures) {
        return mf.formatMeasures(appendTo, fieldPosition, measures);
    }",CurrencyFormat.formatMeasures,https://github.com/google/j2objc/blob/471504a735b48d5d4ace51afa1542cc4790a921a/jre_emul/android/platform/external/icu/android_icu4j/src/main/java/android/icu/text/CurrencyFormat.java#L89-L93,1.3404018
